name,position,address,postalCode
Oakland Jobsite,40.444035; -79.955578,5th Ave; University Blvd,0
Dr. Dean Ornish Program,40.415753; -79.924658,4582 Browns Hill Rd,15217
tham Street Commons,40.463658; -79.936484,,0
Camp Guyasuta,40.49683613197983; -79.91078971504757,300 23rd Street Ext,15215
Uviversity Of Pittsburgh CGS,40.44363085073192; -79.95061864601121,,0
Riverview park playground,40.47550004903447; -80.02880272738761,,15212
Point Park Mail Center,40.438484372093626; -80.00167890936147,201 Wood St; Point Park Community Classes; Pittsburgh; PA 15222,15222
Woodhill Park,40.38044960861009; -79.89745653373367,,15120
Happy Family Chinese Restaurant,40.44917277863251; -79.98723453365989,1611 Penn Ave,15222
Western Pennsylvania Humane Society,40.45125706739165; -80.01983141154486,1101 Western Ave,15233
rotech,40.50073078874103; -79.86571647615416,101 Zeta Dr,15238
Morgan at North Shore Apartments,40.4484376827308; -79.9991683354199,100 Anderson St,15212
Bloomfield Laser Wash,40.462877; -79.955265,,0
South Lot Parking,40.42438307290285; -79.96422234382587,Sarah St; E Carson St.,15210
Frick Park Homewood Trail,40.4411854889811; -79.9124405051498,,15221
Deli On North Avenue,40.45558890334384; -80.00659091861645,4 E North Ave; at Federal St,15212
Barnes & Noble,40.488669273348656; -79.89321485959859,926 Freeport Rd; at Waterworks Mall,15238
os Hall,40.443542559940575; -79.95566154903379,,1
Sunoco,40.39640958586398; -79.99848252951115,1640 Saw Mill Run Blvd,15210
Citizens Bank,40.45389637186474; -79.99944783281995,540 E Ohio St,15212
ockhart Tire,40.45249476402666; -79.99989055812227,507 Lockhart St; Cedar Avenue,15212
Paris 66,40.4599785953785; -79.9241873143547,6018 Penn Cir S; btw S Highland Ave and Penn Ave,15206
Keystone Oaks Parking Lot,40.38806603; -80.0334908,,0
Forbes Traffic,40.436161430209005; -79.97166796814007,,0
Crossroads East Liberty,40.464511; -79.923965,325 N Highland Ave,15206
Wai Wai,40.4618716280337; -79.94937823246147,4717 Liberty Ave,15224
Flag Plaza and Pittsburgh Scout Center,40.44361477143917; -79.99022364129955,1275 Bedford Ave,15219
Pittsburgh Steeler Sideline Inc,40.450996; -80.02232,1100 Western Ave,15233
Sellers House,40.45520252909953; -79.92259054146307,400 Shady Ave,15206
Blawnox Community Park,40.48986344195756; -79.86472606658936,Center Ave; 6th St,15238
First National Bank,40.42855645; -79.98682772,1114 E Carson St,15203
Metro Pizza,40.4307; -80.0072,200 Shiloh St,15211
Parker's,40.395322; -80.022329,600 Brookline Blvd,15226
Woods Run Library,40.47631776562711; -80.0305463716884,1201 Woods Run Ave,15212
Rhododendron Shelter - Highland Park,40.47899793950489; -79.91081704626241,,15206
The Big Easy Animal Hospital,40.4834848; -79.9554826,12 McCandless Ave,15201
Walnut Towers,40.42638237932015; -79.90951060466979,7070 Forward Ave,15217
Piccadilly Artisan Yogurt,40.380415; -80.044548,,1
Friendship Playpark,40.46164622586621; -79.9358543255447,,0
rican Buyers Discount Mattress Store,40.4089932; -79.9073564,401 E 8th Ave,15120
West North Avenue,40.4553511152317; -80.0069963065395,,15212
Giant Eagle Pharmacy,40.4891542; -80.0441373,4110 Brighton Road Brighton Road & Bascom Street,15212
Welcome Center,40.448753; -79.94999,,15213
Brighton Farm Stand,40.476210523493314; -80.03172862303286,,0
5th Ave shadyside,40.4477153; -79.939067,,0
Old Engineering Hall,40.44496717037164; -79.95790047048843,3943 O'Hara St; Thackeray Ave,15260
Millvale Bike Trail,40.47515228560726; -79.96926230914875,,15209
Morningside Automotive,40.48648308613589; -79.92723631755241,1801 Morningside Ave,15206
Waterfront Auto Complex,40.408929; -79.90964389999999,320 E 6th Ave.,15120
Kassab's Restaurant,40.42881039755556; -79.98603179908471,1207 E Carson St,15203
trak - Pittsburgh Station (PGH),40.44471651252744; -79.99224265580497,1100 Liberty Ave,15222
Seventh Street Apartments,40.44367078843698; -80.00037928679362,,0
El Burro,40.45585956503044; -80.00668916278957,1108 Federal St,15212
Turkish Kebab House,40.43806492634825; -79.92223364672354,7600 Forbes Ave,15217
Western Pennsylvania Sports Meseum,40.44685560235538; -79.99215517440511,1212 Smalltown st,15222
Mercedes-Benz of Pittsburgh,40.454167; -79.949699,4709 Baum Blvd,15213
McFadden's,40.44643247379843; -80.00768792869756,211 N Shore Dr; at Mazeroski Way,15212
Pittsburgh General Medicine Associates,40.45733153; -80.00789094,1307 Federal St Ste 304,15212
McCormick & Schmick's,40.441255276573486; -80.00001483601628,301 5th Ave; Entrance At Wood St. & Oliver Ave.,15222
Medicap,40.47914616111646; -79.97201756363772,Grant Ave.,15209
Iglesia Cristiana Sion,40.3921919; -80.0060008,1462 Brookline Blvd; Witt ST & Brookline Blvd,15226
Pizza Fiesta,40.43803676010312; -80.00003526580358,14 Smithfield St; 3rd Ave,15222
wrenceville United,40.47708774381661; -79.95716861832435,4839 Butler St,15201
Paul's automotive,40.4566; -79.99881,,15212
valon Borough,40.50180159149469; -80.06347587682134,,15202
Gran Prix,40.3866501182352; -79.8647511145569,4800 Kennywood Blvd; in Kennywood Park,15122
Sunoco,40.465368272275846; -79.9551589108735,Penn Avenue; Main Street,15224
United Steelworkers Building,40.4392581505612; -80.00542289544813,60 Blvd of the Allies,15222
ife Sciences Annex - PITT,40.44630940622602; -79.95343243603301,,15213
The Legends Tent,40.445527; -80.01412665,Heinz Field,0
Family Dollar,40.49702332279607; -80.05840453601743,607 Lincoln Ave,15202
Gillece Transmissions,40.38758615436741; -79.99886667640413,,1
St. Mary Orthodox Fish Fry,40.42782841717047; -79.97903648911044,105 S 19th St,15203
barber shop styles,40.36704262519365; -79.98448737351382,4114 Clairton Blvd; Brentwood; PA 15227,15227
Mudge BBase lounge,40.447251; -79.943001,,15213
Ingram Park,40.44266005474592; -80.06763921300973,,15205
Pat Catan's,40.46523703621105; -80.07343883099452,1250 Chartiers Ave,15136
Bloomfield Bridge Hockey Court,40.46214780240052; -79.9563171596784,4401-4405 Bloomfield Bridge,15224
Mudge BBase,40.447152; -79.942999,,15213
CLU Pittsburgh,40.43943902332238; -79.95527910721846,313 Atwood St,15213
valon Public Library,40.49708106666667; -80.062982,,15202
Jr's restaurant,40.45739781199193; -80.00684990418672,Next To Steve's; Federal St,15212
Duckstein Restoration,40.46537; -80.06114,17 Furnace Street Ext,15136
Renaissance Club Lounge,40.44389183446484; -80.00245430517012,,0
Point State Park Parking Lot,40.43990846262087; -80.00746690836705,,15222
wrenceville Business Garden,40.478527; -79.95646,,15201
US Post Office,40.45739283327231; -79.94129837997458,5182 Liberty Ave; btw Baum Blvd & Osceola St,15224
Pitt Shop,40.44267769673765; -79.95554057266283,3939 Forbes Ave,1
Piper's Pub,40.4286769; -79.979364,1828 E Carson St; at S 19th St.,15203
Broadway Brunch,40.47268731190405; -80.07406446161666,719 Broadway Ave,15136
Starbucks,40.39947267; -80.04390234,3145 Banksville Rd; at Banksville Plaza,15216
Jet's Pizza,40.39878731358889; -80.04415166174158,1810 Dormont Ave; Banksville Road,15216
McCormick Hall,40.44341075236427; -79.95555774356377,Fifth Ave.; Thackeray,15260
PA Wine & Spirits,40.47564650799476; -80.0307027131223,3202 Brighton Rd,15212
Caff Mona,40.46585327748628; -79.95434877789955,4200 Penn Ave,15224
Phillip Murray Elementary,40.40934457589826; -79.97881800968126,,15210
55th Street Parking Lot,40.48555337622141; -79.94998484779433,55th St; Butler St,15201
Himalayan Institute,40.3887400897714; -80.0498628616333,300 Beverly Rd; Overlook Dr,15216
ESM Lounge,40.43810896173133; -79.99289242735738,,0
Steve Madden - South Side Works,40.427821; -79.96551173333333,441 Cinema Drive C-2 Space C- 222,15203
Bus Stop: E Ohio St at Middle St,40.45473520129777; -79.9998113783964,E Ohio St at Middle St,15212
Court Furniture Warehouse,40.454516; -80.015297,,1
FT Pittsburgh - local 400,40.431818; -79.979035,10 S 19th St,15203
Cabaret Backstage Bar,40.44337036810907; -80.00046119635255,655 Penn Ave,15222
New York Salon & Spa,40.4432801012408; -80.00069054270706,333 Blvd of the Allies,15222
lphaLab,40.42834502555571; -79.97164993586422,6024 Broad St,15206
Smokin Joe's,40.42863451537847; -79.97751801147687,2001 E Carson St; at S 20th St,15203
Cricket Wireless Authorized Retailer,40.43796816; -80.0002104,207 Smithfield St; Boulevard Of The Allies,15222
4121 Main,40.46517217102227; -79.95449673613126,4121 Main St,15224
Walgreens,40.388163906629984; -80.09133196184848,2055 Old Washington Pike,15106
Kinaxis Pittsburgh,40.39253979774209; -80.04518123113647,,0
City of Pittsburgh - Police Zone 3,40.42186640662768; -79.9923217393869,830 E Warrington Ave,15210
Frick Park Market,40.45428606235489; -79.9122819869187,,15206
ogan's Pub,40.45461206015117; -79.95366846244367,301 N Craig St,15213
Homestead Park,40.40424; -79.90811,,0
Thick Bikes,40.42924245487415; -79.98365841002318,1408 Bingham Street; S 14th Street,15203
OCHS Library,40.449169; -79.95035,,0
Steel Workers,40.439923666393845; -80.00561042237238,,15222
Small Fry,40.388221; -79.866518,4800 Kennywood Blvd,15122
Eide's Entertainment,40.44529418707887; -79.99312964920804,1121 Penn Ave,15222
Entropy,40.4430943203592; -79.94227440642037,University Center; Carnegie Mellon University,15213
The Field,40.428773; -79.986006,,0
rnold's Tea,40.45360125225799; -80.0004186479704,,1
Pool Grove Playground,40.482684; -79.910338,ke Dr,15206
toon's Pizza,40.44006129695179; -79.95629913999706,247 Atwood St,15213
Matt's House,40.454548683333336; -79.99311838333334,1 Heinz St,15212
Northview Heights,40.47483454162653; -79.99984960311649,,0
llegheny Traditional Academy Auditorium,40.45326310853198; -80.00819857136293,810 Arch St; Ridge Avenue,15212
PNC Investment Center,40.38868390871899; -80.0491679460356,291 Beverly Rd,15216
Circle K,40.494824; -79.936329,501 N Main St,15215
Bloomfield Laundry,40.46213516754691; -79.94985371655487,4507 Liberty Ave,15224
yegotcha,40.4730331260959; -80.07494842944777,808 Broadway Ave,15136
PublicSource,40.421659; -79.994065,746 E Warrington Ave,15210
Cafe Du Jour,40.42885869247113; -79.98718413917635,1107 E Carson St; at S 11th St,15203
Piccadilly Artisan Yogurt and Creamery,40.380940443310834; -80.04300740408719,695 Washington Rd,15228
Towerview Garage,40.446297168261445; -79.96550773744443,Robinson Ct.,15213
Morningside Dental,40.48606964021256; -79.92640538313212,1722 Jancey St; Greenwood St,15206
Ruthrauff Sauer,40.46602389019232; -80.05985257434716,400 Locust St,15136
Derek Minto's Bar And Grill,40.42698451666666; -79.9779524,134 S 20th St,15203
Sumi's Cakery,40.433203194314906; -79.92305011136325,2119 Murray Ave,15217
inden Grove,40.370787; -80.022005,,0
Nova Place,40.45083517963357; -80.00558858112466,llegheny Center,1
pizza palermo,40.437155; -80.000619,14 Smithfield Street,0
Fitness Factory,40.45849914442372; -79.92534130811691,212 S Highland Ave,15206
Jackman Inn,40.49645587819845; -80.06549631314185,918 Jackman Ave,15202
Brighton Cafe,40.484587242488274; -80.03628649131305,3801 Brighton Rd; Benton ave,15212
Hillman Cancer Center,40.451736; -79.9409475,5115 Centre Ave #2,15232
Beggs Snyder Park,40.39108863507551; -80.03060359741329,Illinois Ave,1
Foxs Pizza,40.3921; -80.015,1101 Brookline Blvd,15226
Ohio Valley General Hospital Emergency Room,40.47217255502667; -80.09118038332932,Heckel Rd,15136
Mekong Resturant,40.39572675905582; -80.03489653049195,1429 Potomac Ave; Glenmore Ave,15216
Nak Won Garden,40.456558329362046; -79.93626794879371,5504 Centre Ave; S Graham St,15232
Banksville Chiropractic,40.400507; -80.044249,,0
10 St Tattoo,40.42876815795898; -79.98756408691406,1020 E Carson St,15203
Nikki's Thai kitchen,40.443562; -80.000155,7th Street; Penn Ave,0
The Billboard,40.43492078333333; -79.9564651,bates st; Blvd of the allies,15213
Owen's Cleaners,40.434288433356805; -79.92289586959205,2014 Murray Ave; Btw Beacon and Hobart,15217
Cardiology Associates Inc,40.45638; -80.00189,490 E North Ave,15212
McDonald's,40.49215112376776; -80.06218627095228,4557 Ohio River Blvd,15202
Sbarro,40.440925; -80.006382,iberty Place  213,15222
Penn Avenue Poetry,40.45081295; -79.984485,1905 Penn Ave,15222
Joslin Diabetes Center,40.458086501729895; -79.9422750894749,651 4th Ave,15068
Uncle Sam's Subs,40.44134207783142; -79.95676892673616,210 Oakland Ave,15213
original Matress Factory,40.44866246620023; -80.00303311725162,,0
US Post Office,40.47965811188454; -79.9706473961224,205 Lincoln Ave,15209
Pittsburgh Steak Company,40.42857162959278; -79.9780482066763,1924 E Carson St,15203
Brashear High School,40.4183947531092; -80.01766595309923,590 Crane Ave,15216
The Litterbox,40.44095872609957; -79.95745900310558,,0
Not The War Streets,40.45149447028824; -80.0152259759484,,15233
Mals Place,40.452273; -79.949576,,0
Ingram Fire Company,40.44512687935037; -80.05941056470495,,15204
Mineo's Pizza,40.432956435976514; -79.92307332666377,2128 Murray Ave,15217
Hitchhiker Brew Plant,40.49639291053705; -79.92643665075376,315 15th St; s canal,15215
ittles Shoes,40.437897; -79.921036,5850 Forbes Ave,15217
Pope's Place,40.456749573706766; -79.9647577070545,3055 Brereton St; Dobson,15219
BP,40.48925441421462; -79.88241532608109,100 Fox Chapel Rd,15238
D's Six Pax & Dogz,40.43212234194581; -79.89359359378571,1118 S Braddock Ave,15218
Tom's Diner,40.394326902362536; -80.03520557850058,2937 W Liberty Ave,15216
Mezza Grill  663,40.381348; -80.04397,663 Washington roads,15228
Denham Street,40.462842928913126; -80.00570730330806,,15214
Scaife Hall LR2,40.442644; -79.961535,3550 Terrace St,15213
Pinsker's,40.43400817962921; -79.92312615962877,Murray Avenue,15217
Dean Institute of Technology Inc,40.410662; -80.014979,1501 W Liberty Ave,15226
Entertainment Technology Center - ETC,40.43281802498191; -79.9646305349001,700 Technology Dr; Carnegie Mellon University,15219
T.J. Maxx,40.48895467968392; -79.89304673211461,928 Freeport Rd,15238
Joe Natoli Field,40.48428534454828; -79.92600095220227,,1
Kashi Jewelers,40.44361077302142; -80.00078337320238,264 5th Ave,15222
Sterling Land Company,40.45018; -79.94979,4611 Bayard St,15213
Tai Pei,40.48765797857701; -79.8806856619367,1124 Freeport Rd,15238
PNC Park Third Base,40.44735529432515; -80.00600337982178,500 Greenfield Ave,15207
Riverview Dog Park,40.48213433765598; -80.0215249774095,,0
Supercuts,40.44092371209388; -79.95789110555481,3611 Forbes Ave,15213
ogt True Value Hardware,40.42884082; -79.98464576,1308 E Carson St,15203
For The People Insurance Agency,40.44894809760298; -79.97109440999087,2514 Wylie Ave,15219
Brentwood Stadium,40.374764; -79.972848,,1
Mandarin Gourmet,40.43939848884845; -80.00141277425669,305 Wood St,15222
Giant Eagle Supermarket,40.48951626606104; -80.04419551797632,4110 Brighton Rd; Bascom Street,15212
WesBanco,40.38907316427657; -80.04843599598229,312 Beverly Rd; Overlook Dr,15216
Shades Of Style,40.378105; -79.987999,,1
PNC Bank,40.45069893; -79.98479869,1860 Centre Ave,15219
Boutique la Passerelle,40.440186644617945; -80.00091988845664,417 Wood St,15222
Duquesne Yoga Room,40.438144912615485; -79.99156536754629,,0
rlington Neighborhood,40.41394178249587; -79.97214319917734,,15210
PA Wine & Spirits,40.45911843577412; -79.92641557170805,5956 Penn Cir S; #201; at S Highland Ave,15206
Fitness Center,40.39593500629648; -80.0619752805198,,15220
Simba Market,40.453619; -80.000179,,0
Papa Sean's Pizzeria,40.46385242788482; -79.9657956468143,Penn Ave,15201
Murphy's Auto Body,40.38100521497482; -79.99968578276928,2526 Library Rd,15234
Pittsburgh Public Theater,40.44287218706716; -80.0015274739349,621 Penn Ave; btwn 6th and 7th,15222
Blawnox; PA,40.492975236871374; -79.8628376757101,,15238
CMU University Center Fitness,40.44325029293; -79.94178188624281,,15213
Carnegie Library Squirrel Hill,40.438241502831175; -79.92266945247147,5801 Forbes Ave; at Murray Ave,15217
PITT OHIO Corporate Office,40.45822935617651; -79.9788094588087,15 27th St,15222
Westwood Field,40.43123182442224; -80.05018787284043,,15205
Games Unlimited,40.433254932076174; -79.92302569704039,2115 Murray Ave; Forward,15217
CLD Tillotson School,40.36003921735199; -79.97089229812515,4845 Girard Rd,15227
Thomas J. Gmiter Funeral Home,40.428203; -79.97243,,15203
History Center Parking Lot,40.44618556577893; -79.9939791814304,Smallman Street; 11th,0
Kelly Dry Ice Company,40.49041828590438; -80.0449275970459,590 Jacks Run Rd,15202
Star Nails,40.49714380476612; -80.05879938715569,incoln Ave,1
CCAC Milton Hall,40.44937193748433; -80.01386761665344,808 Ridge Ave; at Brighton Rd,15212
Family Dollar,40.476006; -80.03132,3210 Brighton Rd; Lecky Avenue,15212
berson Towers,40.45286776799512; -79.94205676761318,5 Bayard Rd,15213
Tony's,40.43641045068752; -80.01582856192904,,15211
Highland Park Bike Track,40.482838; -79.90852,Washington blvd,15206
da green house,40.49414825439453; -79.95791625976562,,15223
Triangle Urology Group,40.456846430751305; -80.0076634751503,Federal St; Pittsburgh; PA,15212
Paw Spa,40.39820700938881; -79.99963663660493,,1
The Bulldog Pub,40.4867766722216; -79.92667253384708,1818 Morningside Ave,15206
Sally Beauty Supply,40.43112400339206; -79.97801023787255,; Wharton Square,1
Mad Mex,40.45829537688149; -79.92513743126499,220 S Highland Ave; btw Ellsworth & Alder,15206
Doughboy's Pizza,40.47179645122354; -80.05646880848433,508 Island Ave,15136
Betz Auto Works LLC,40.395215; -80.022225,,0
Royal Place,40.379244535472125; -80.00165555671346,2660 Library Rd,15234
Route 51,40.36431412914386; -79.98453106659991,,15227
The Cage Party House,40.44889068603516; -79.92742156982422,,0
